"","cluster","x","y"
"1","2",0.439524353447787,3.93217629401315
"2","2",0.76982251051672,4.78202508534171
"3","2",2.55870831414912,3.97399555169276
"4","2",1.07050839142458,4.27110877070886
"5","2",1.12928773516095,4.37496073215074
"6","2",2.71506498688328,3.31330668925759
"7","2",1.4609162059892,5.83778704449453
"8","2",-0.265061234606534,5.15337311783651
"9","2",0.313147148106474,3.86186306298805
"10","2",0.554338029900042,6.25381492106993
"11","2",2.22408179743946,5.42646422147681
"12","2",1.35981382705736,4.70492851700773
"13","2",1.40077145059405,5.89512566104502
"14","2",1.11068271594512,5.87813348753304
"15","2",0.444158865245925,5.82158108163749
"16","2",2.78691313680308,5.68864025410009
"17","2",1.49785047822924,5.55391765353759
"18","2",-0.966617156629638,4.93808828942328
"19","2",1.70135590156369,4.69403733626008
"20","2",0.527208592272066,4.61952899898762
"21","3",3.30529302107949,0.701784335374711
"22","3",3.7920827219804,-0.262197489402468
"23","3",2.73460364843174,-1.57214415914549
"24","3",6.16895596533851,-1.51466765378175
"25","3",5.20796199830499,-1.60153617357459
"26","3",2.87689141679665,-0.530906522170303
"27","3",3.59711516470092,-1.4617555849959
"28","3",3.53334464637678,0.687916772975828
"29","3",4.77996511833632,2.10010894052567
"30","3",3.91663093352817,-1.28703047603518
"31","3",4.25331851399475,0.787738847475178
"32","3",3.9714532446513,0.76904224100091
"33","3",3.95712954270868,0.332202578950118
"34","3",5.36860228401446,-1.00837660827701
"35","3",3.77422901434073,-0.119452606630659
"36","3",5.51647060442954,-0.280395335170247
"37","3",2.45124719576978,0.56298953322048
"38","3",4.58461374963607,-0.372438756103829
"39","3",4.12385424384461,0.976973386685621
"40","3",4.21594156874397,-0.374580857767014
"41","3",4.37963948275988,1.05271146557933
"42","3",3.4976765468907,-1.04917700666607
"43","3",3.66679261633058,-1.26015524475811
"44","2",2.98142461689291,3.2410399349424
"45","3",2.92820877352442,-0.416857588160432
"46","3",4.30352864140426,0.298227591540715
"47","3",4.44820977862943,0.636569674033849
"48","3",4.0530042267305,-0.483780625708744
"49","3",4.92226746787974,0.516862044313609
"50","3",6.05008468562714,0.368964527385086
"51","3",3.50896883394346,-0.215380507641693
"52","3",1.69083112435919,0.0652930335253153
"53","3",5.00573852446226,-0.034067253738464
"54","3",3.29079923741761,2.12845189901618
"55","3",3.31199138353264,-0.741336096272828
"56","3",5.0255713696967,-1.09599626707466
"57","3",3.71522699294899,0.0377883991710788
"58","3",2.77928228774546,0.310480749443137
"59","3",4.18130347974915,0.436523478910183
"60","3",3.86110863756096,-0.458365332711106
"61","3",4.00576418589989,-1.06332613397119
"62","3",4.38528040112633,1.26318517608949
"63","3",3.62933996820759,-0.349650387953555
"64","3",4.64437654851883,-0.865512862653374
"65","3",3.77951343818125,-0.236279568941097
"66","3",4.3317819639157,-0.197175894348552
"67","3",5.09683901314935,1.10992028971364
"68","3",4.4351814908338,0.0847372921971965
"69","3",3.67406841446877,0.754053785184521
"70","3",5.14880761845109,-0.499292017172261
"71","3",4.99350385596212,0.214445309581601
"72","3",4.54839695950807,-0.324685911490835
"73","3",4.23873173511144,0.0945835281735714
"74","3",3.37209392396063,-0.895363357977542
"75","3",5.36065244853001,-1.31080153332797
"76","3",3.39974041285287,1.99721338474797
"77","3",6.18733299301658,0.600708823672418
"78","3",5.53261062618519,-1.25127136162494
"79","3",3.76429964089952,-0.611165916680421
"80","3",2.97357909969322,-1.18548008459731
"81","3",3.2895934363007,2.19881034888372
"82","3",4.25688370915653,1.31241297643351
"83","3",3.75330812153763,-0.265145056696353
"84","3",3.65245740060227,0.54319405923209
"85","3",3.04838143273498,-0.41433994791886
"86","3",3.95497227519108,-0.476246894615578
"87","3",3.21509553054292,-0.788602837850243
"88","3",2.33205806341186,-0.594617267459511
"89","3",3.61977347971224,1.65090746733669
"90","3",4.91899660906077,-0.0540281250854405
"91","3",3.42465303739161,0.119245236427584
"92","3",4.60796432222503,0.243687429599092
"93","3",2.38211729171084,1.23247587848534
"94","3",3.94443803447546,-0.51606383094478
"95","3",4.51940720394346,-0.992507150392037
"96","3",4.30115336216671,1.67569693240319
"97","3",4.10567619414894,-0.441163216905286
"98","3",3.35929399169462,-0.723065969939874
"99","3",3.15029565396642,-1.23627311888329
"100","3",2.97587120939509,-1.2847157223178
"101","3",4.11764659710013,-0.573973479297987
"102","3",3.0525253858152,0.617985817166529
"103","3",3.50944255629933,1.10984813892972
"104","3",3.74390780780175,0.707588353835588
"105","3",5.84386200523221,-0.363657297095253
"106","3",3.34805009830454,0.0597499373846007
"107","3",4.23538657228486,-0.70459646368007
"108","3",4.07796084956371,-0.71721816157401
"109","3",3.03814336586987,0.88465049897692
"110","3",3.9286919138764,-1.01559257860354
"111","3",5.44455085842335,1.95529396549246
"112","3",4.45150405307921,-0.0903195939658516
"113","3",4.04123292199294,0.214538826629216
"114","3",3.57750316766038,-0.738527704739573
"115","3",1.94675277845948,-0.57438868976327
"116","3",5.13133721341418,-1.31701613230524
"117","3",2.53935992907518,-0.182925388372727
"118","3",4.73994751087733,0.418982404924464
"119","3",5.90910356921748,0.32430434416138
"120","3",2.5561068390282,-0.781536487054751
"121","1",5.211378029146,6.71160192248624
"122","1",5.49780128165714,6.99026224604423
"123","1",7.49606066984635,8.38292669523033
"124","1",4.86269637933426,6.66441586369409
"125","1",5.8209484056198,6.20738115738531
"126","1",7.90236182167893,3.78936688942438
"127","1",5.89902511467119,8.69171400324612
"128","2",4.64015929617861,5.51732317820369
"129","1",5.33523056472594,8.37473471509539
"130","1",6.48545997890488,6.37464356800499
"131","1",5.62439712833023,7.53843019889679
"132","1",5.43812363645022,5.89028967882376
"133","1",5.65608276587154,6.51147075469813
"134","1",6.09049664713922,6.21395797964226
"135","1",7.59850877114583,5.8138793006265
"136","1",5.91143488786112,5.87960617537751
"137","1",7.08079949615152,7.01283433584425
"138","1",6.63075411565057,5.7985418530285
"139","1",5.88636010449386,3.9623175055592
"140","2",4.4670979971094,5.80411075117017
"141","1",5.47888268244748,6.53979060553627
"142","1",5.51012954686153,6.61645571635144
"143","1",6.04715443276153,6.61656781747743
"144","1",7.30019867766682,4.30789847913092
"145","1",8.29307897383109,6.36874205801119
"146","1",7.54758105898377,6.96785920994706
"147","1",5.86684903567106,7.27657868146766
"148","2",4.24347260444236,5.77503872895588
"149","1",5.61122013592826,5.6781074138172
"150","1",6.08920722307329,7.48783783187804
"151","1",6.84501300406744,4.33207195422068
"152","1",6.96252796848427,5.56317002308688
"153","1",6.68430942941646,6.45746207935745
"154","2",4.60472565020053,4.38222623461877
"155","1",6.84964304563336,6.27962786243176
"156","1",5.55344278357278,7.87786402105219
"157","1",6.17480270016126,5.99593934656366
"158","1",6.07455117717373,5.72154597503641
"159","1",6.42816676497051,6.47491171403405
"160","1",6.02467498282614,5.72092782921269
"161","2",4.33252490241434,6.81340037407906
"162","1",6.73649596477344,6.9044354644497
"163","1",6.38602656834968,6.00269166123012
"164","1",5.73434837472178,4.82330784225027
"165","1",6.11814451104668,4.68177927254091
"166","1",6.13403864536846,5.40700263434468
"167","1",6.221019468561,6.79738050054984
"168","1",7.64084616597749,4.04179482534308
"169","1",5.78094962106652,4.11367484126745
"170","1",6.16806538388466,5.3462201752399
"171","1",7.16838387306909,6.39439484798058
"172","1",7.05418102337692,5.08643395183501
"173","1",7.14526311038036,6.88674903709606
"174","1",5.42253199894044,6.33336997015518
"175","1",8.00248273029283,5.82936038176139
"176","1",6.06670087093018,6.81882813653178
"177","1",7.86685184470686,6.38836516281937
"178","2",4.64909731396929,5.55406497278784
"179","1",6.02098358635424,6.23111493441816
"180","1",7.24991457096922,6.64751335797759
"181","1",5.2847578127772,6.35628334486205
"182","1",5.24731103178226,5.34198979205052
"183","1",5.06146129639311,6.85520220506419
"184","1",4.94748672066126,7.15293622555862
"185","1",5.5628404668196,6.27627455654334
"186","1",6.33117917295898,6.14410466246219
"187","2",3.98578950207928,5.92437491922016
"188","1",6.21198043337229,8.16141584630279
"189","1",7.23667504641657,6.27631553213579
"190","1",8.03757401824043,5.84170597130006
"191","1",7.30117599220059,3.49208219780275
"192","1",6.75677476379596,4.43471823496947
"193","2",4.27326960088567,5.92232679938944
"194","1",5.39849329199322,6.2062940448431
"195","1",5.64795354341738,6.27687245886161
"196","1",6.70352390275689,6.82150678044862
"197","1",5.89432866599623,5.80584759067954
"198","1",4.74135137193983,7.21458879448256
"199","1",7.68443570809411,5.07848395713042
"200","1",6.91139129179596,4.79155727955693
"201","1",6.23743027249103,4.77101382244619
"202","1",7.21810861032581,6.74229702418652
"203","2",4.66122571276503,5.91708005766077
"204","1",6.6608202977898,6.7898179218205
"205","1",5.47708762368658,5.73229357844292
"206","1",6.68374552185071,5.40810789778719
"207","1",5.93917804533993,5.63164742487349
"208","1",6.63296071303145,4.14738317575827
"209","1",7.33551761505939,4.83038473958589
"210","1",6.0072900903169,4.55796535364155
"211","1",7.01755863695209,7.05432227197535
"212","2",4.81156596485202,5.4026699086372
"213","1",5.27839555956399,6.78945985279018
"214","1",7.51921771138818,7.51649060169196
"215","1",6.37738797302393,5.80822519089006
"216","2",3.94777717956627,6.28387890635235
"217","2",4.63596254791763,4.24893248060392
"218","1",5.79921898441088,5.1813302224802
"219","1",6.86577940433449,6.05621484938284
"220","1",5.89811674428478,6.29908690333615
"221","1",6.62418747202065,5.24060188270112
"222","1",6.95900537778783,8.6848589992268
"223","1",7.67105482886294,5.54160986090761
"224","1",6.05601673327496,6.06424355663004
"225","1",5.9480180938191,6.64979186715352
"226","2",4.24676264085773,5.973981365226
"227","1",6.09932759408783,5.35643261297289
"228","1",5.42814994210444,7.0453056639633
"229","1",5.02599041719591,7.6155453232072
"230","1",5.82009376895246,5.97030602895016
"231","1",7.01494317274366,6.56226734540307
"232","2",4.00725151131142,5.90258750149737
"233","1",5.57272071279457,7.01645521770216
"234","1",6.11663728358271,4.84383260574015
"235","1",5.10679242994505,8.32086022399448
"236","1",6.33390294249923,5.39646875221166
"237","1",6.41142992061573,4.54115058556191
"238","1",5.96696384072401,5.64908217280693
"239","2",3.53410180623997,6.146708484145
"240","1",8.57145814586664,7.62362120768023
"241","1",5.7947007425318,6.91120967677132
"242","1",6.65119328158767,6.14245843204579
"243","1",6.27376649103655,4.61051647601184
"244","1",7.02467323481835,5.13396225532789
"245","1",6.81765944637409,5.83671506777071
"246","1",5.79020682877149,8.55302611346059
"247","1",6.37816777220851,4.13977242578158
"248","1",5.05459116887611,7.13105465184602
"249","1",6.85692301089932,5.47276574276608
"250","1",5.53896166111565,7.66599089998742
"251","1",8.41677335378821,4.8607993600266
"252","2",4.34895110431181,6.14362323466275
"253","1",5.53601275703399,4.90044905829725
"254","1",6.82537986275924,6.90351642636167
"255","1",6.51013254687866,7.48377948873809
"256","1",5.410518961485,7.95072100640115
"257","1",5.00321925779248,6.79760065758952
"258","1",6.1444757047107,7.84326625457782
"259","1",5.98569258683309,7.24642390866165
"260","2",4.20971876273594,5.86812508817598
"261","1",6.03455106713385,6.4770372382847
